FilePath,FileName,Directory,DateTimeOriginal,FileModifyDate,DateTime,DateTimeModified,DateTimeAdjusted,Region,Site,Camera,NewName
U:/Test Images/Peru/S90/SDZG 2/EK000021.JPG,EK000021.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 11:23:22,2014:07:02 09:23:22-07:00,2014-07-02 11:23:22,2014-07-02 09:23:22,2014-07-02 09:23:22,Test Images,Peru,S90,Test Images_Peru_20140702_112322_EK000021.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000022.JPG,EK000022.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 11:23:23,2014:07:02 09:23:22-07:00,2014-07-02 11:23:23,2014-07-02 09:23:22,2014-07-02 09:23:22,Test Images,Peru,S90,Test Images_Peru_20140702_112323_EK000022.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000023.AVI,EK000023.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:02 09:23:38-07:00,NA,2014-07-02 09:23:38,2014-07-02 09:23:38,Test Images,Peru,S90,Test Images_Peru_NA_EK000023.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000024.JPG,EK000024.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 11:39:46,2014:07:02 09:39:46-07:00,2014-07-02 11:39:46,2014-07-02 09:39:46,2014-07-02 09:39:46,Test Images,Peru,S90,Test Images_Peru_20140702_113946_EK000024.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000025.JPG,EK000025.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 11:39:47,2014:07:02 09:39:46-07:00,2014-07-02 11:39:47,2014-07-02 09:39:46,2014-07-02 09:39:46,Test Images,Peru,S90,Test Images_Peru_20140702_113947_EK000025.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000026.JPG,EK000026.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 11:39:47,2014:07:02 09:39:46-07:00,2014-07-02 11:39:47,2014-07-02 09:39:46,2014-07-02 09:39:46,Test Images,Peru,S90,Test Images_Peru_20140702_113947_EK000026.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000027.AVI,EK000027.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:02 09:40:02-07:00,NA,2014-07-02 09:40:02,2014-07-02 09:40:02,Test Images,Peru,S90,Test Images_Peru_NA_EK000027.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000028.JPG,EK000028.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 22:21:14,2014:07:02 20:21:14-07:00,2014-07-02 22:21:14,2014-07-02 20:21:14,2014-07-02 20:21:14,Test Images,Peru,S90,Test Images_Peru_20140702_222114_EK000028.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000029.JPG,EK000029.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 22:21:14,2014:07:02 20:21:14-07:00,2014-07-02 22:21:14,2014-07-02 20:21:14,2014-07-02 20:21:14,Test Images,Peru,S90,Test Images_Peru_20140702_222114_EK000029.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000030.JPG,EK000030.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 22:21:15,2014:07:02 20:21:14-07:00,2014-07-02 22:21:15,2014-07-02 20:21:14,2014-07-02 20:21:14,Test Images,Peru,S90,Test Images_Peru_20140702_222115_EK000030.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000031.AVI,EK000031.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:02 20:21:30-07:00,NA,2014-07-02 20:21:30,2014-07-02 20:21:30,Test Images,Peru,S90,Test Images_Peru_NA_EK000031.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000032.JPG,EK000032.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 22:22:10,2014:07:02 20:22:10-07:00,2014-07-02 22:22:10,2014-07-02 20:22:10,2014-07-02 20:22:10,Test Images,Peru,S90,Test Images_Peru_20140702_222210_EK000032.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000033.JPG,EK000033.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 22:22:10,2014:07:02 20:22:10-07:00,2014-07-02 22:22:10,2014-07-02 20:22:10,2014-07-02 20:22:10,Test Images,Peru,S90,Test Images_Peru_20140702_222210_EK000033.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000034.JPG,EK000034.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:02 22:22:11,2014:07:02 20:22:10-07:00,2014-07-02 22:22:11,2014-07-02 20:22:10,2014-07-02 20:22:10,Test Images,Peru,S90,Test Images_Peru_20140702_222211_EK000034.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000035.AVI,EK000035.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:02 20:22:26-07:00,NA,2014-07-02 20:22:26,2014-07-02 20:22:26,Test Images,Peru,S90,Test Images_Peru_NA_EK000035.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000036.JPG,EK000036.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:04 07:47:26,2014:07:04 05:47:26-07:00,2014-07-04 07:47:26,2014-07-04 05:47:26,2014-07-04 05:47:26,Test Images,Peru,S90,Test Images_Peru_20140704_074726_EK000036.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000037.JPG,EK000037.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:04 07:47:27,2014:07:04 05:47:26-07:00,2014-07-04 07:47:27,2014-07-04 05:47:26,2014-07-04 05:47:26,Test Images,Peru,S90,Test Images_Peru_20140704_074727_EK000037.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000038.JPG,EK000038.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:04 07:47:27,2014:07:04 05:47:28-07:00,2014-07-04 07:47:27,2014-07-04 05:47:28,2014-07-04 05:47:28,Test Images,Peru,S90,Test Images_Peru_20140704_074727_EK000038.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:04 05:47:42-07:00,NA,2014-07-04 05:47:42,2014-07-04 05:47:42,Test Images,Peru,S90,Test Images_Peru_NA_EK000039.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000040.JPG,EK000040.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 03:03:12,2014:07:05 01:03:12-07:00,2014-07-05 03:03:12,2014-07-05 01:03:12,2014-07-05 01:03:12,Test Images,Peru,S90,Test Images_Peru_20140705_030312_EK000040.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000041.JPG,EK000041.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 03:03:12,2014:07:05 01:03:12-07:00,2014-07-05 03:03:12,2014-07-05 01:03:12,2014-07-05 01:03:12,Test Images,Peru,S90,Test Images_Peru_20140705_030312_EK000041.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000042.JPG,EK000042.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 03:03:13,2014:07:05 01:03:12-07:00,2014-07-05 03:03:13,2014-07-05 01:03:12,2014-07-05 01:03:12,Test Images,Peru,S90,Test Images_Peru_20140705_030313_EK000042.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000043.AVI,EK000043.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:05 01:03:28-07:00,NA,2014-07-05 01:03:28,2014-07-05 01:03:28,Test Images,Peru,S90,Test Images_Peru_NA_EK000043.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000044.JPG,EK000044.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 09:17:11,2014:07:05 07:17:10-07:00,2014-07-05 09:17:11,2014-07-05 07:17:10,2014-07-05 07:17:10,Test Images,Peru,S90,Test Images_Peru_20140705_091711_EK000044.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000045.JPG,EK000045.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 09:17:11,2014:07:05 07:17:12-07:00,2014-07-05 09:17:11,2014-07-05 07:17:12,2014-07-05 07:17:12,Test Images,Peru,S90,Test Images_Peru_20140705_091711_EK000045.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000046.JPG,EK000046.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 09:17:12,2014:07:05 07:17:12-07:00,2014-07-05 09:17:12,2014-07-05 07:17:12,2014-07-05 07:17:12,Test Images,Peru,S90,Test Images_Peru_20140705_091712_EK000046.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:05 07:17:28-07:00,NA,2014-07-05 07:17:28,2014-07-05 07:17:28,Test Images,Peru,S90,Test Images_Peru_NA_EK000047.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000048.JPG,EK000048.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 10:45:13,2014:07:05 08:45:12-07:00,2014-07-05 10:45:13,2014-07-05 08:45:12,2014-07-05 08:45:12,Test Images,Peru,S90,Test Images_Peru_20140705_104513_EK000048.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000049.JPG,EK000049.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 10:45:13,2014:07:05 08:45:12-07:00,2014-07-05 10:45:13,2014-07-05 08:45:12,2014-07-05 08:45:12,Test Images,Peru,S90,Test Images_Peru_20140705_104513_EK000049.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000050.JPG,EK000050.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 10:45:14,2014:07:05 08:45:14-07:00,2014-07-05 10:45:14,2014-07-05 08:45:14,2014-07-05 08:45:14,Test Images,Peru,S90,Test Images_Peru_20140705_104514_EK000050.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:05 08:45:28-07:00,NA,2014-07-05 08:45:28,2014-07-05 08:45:28,Test Images,Peru,S90,Test Images_Peru_NA_EK000051.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000052.JPG,EK000052.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 12:41:50,2014:07:05 10:41:50-07:00,2014-07-05 12:41:50,2014-07-05 10:41:50,2014-07-05 10:41:50,Test Images,Peru,S90,Test Images_Peru_20140705_124150_EK000052.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000053.JPG,EK000053.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 12:41:50,2014:07:05 10:41:50-07:00,2014-07-05 12:41:50,2014-07-05 10:41:50,2014-07-05 10:41:50,Test Images,Peru,S90,Test Images_Peru_20140705_124150_EK000053.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000054.JPG,EK000054.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:05 12:41:51,2014:07:05 10:41:50-07:00,2014-07-05 12:41:51,2014-07-05 10:41:50,2014-07-05 10:41:50,Test Images,Peru,S90,Test Images_Peru_20140705_124151_EK000054.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:05 10:42:06-07:00,NA,2014-07-05 10:42:06,2014-07-05 10:42:06,Test Images,Peru,S90,Test Images_Peru_NA_EK000055.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000056.JPG,EK000056.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:06 12:27:22,2014:07:06 10:27:22-07:00,2014-07-06 12:27:22,2014-07-06 10:27:22,2014-07-06 10:27:22,Test Images,Peru,S90,Test Images_Peru_20140706_122722_EK000056.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000057.JPG,EK000057.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:06 12:27:23,2014:07:06 10:27:22-07:00,2014-07-06 12:27:23,2014-07-06 10:27:22,2014-07-06 10:27:22,Test Images,Peru,S90,Test Images_Peru_20140706_122723_EK000057.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000058.JPG,EK000058.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:06 12:27:23,2014:07:06 10:27:22-07:00,2014-07-06 12:27:23,2014-07-06 10:27:22,2014-07-06 10:27:22,Test Images,Peru,S90,Test Images_Peru_20140706_122723_EK000058.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000059.AVI,EK000059.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:06 10:27:38-07:00,NA,2014-07-06 10:27:38,2014-07-06 10:27:38,Test Images,Peru,S90,Test Images_Peru_NA_EK000059.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000060.JPG,EK000060.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:06 17:27:07,2014:07:06 15:27:06-07:00,2014-07-06 17:27:07,2014-07-06 15:27:06,2014-07-06 15:27:06,Test Images,Peru,S90,Test Images_Peru_20140706_172707_EK000060.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000061.JPG,EK000061.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:06 17:27:07,2014:07:06 15:27:08-07:00,2014-07-06 17:27:07,2014-07-06 15:27:08,2014-07-06 15:27:08,Test Images,Peru,S90,Test Images_Peru_20140706_172707_EK000061.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000062.JPG,EK000062.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:06 17:27:08,2014:07:06 15:27:08-07:00,2014-07-06 17:27:08,2014-07-06 15:27:08,2014-07-06 15:27:08,Test Images,Peru,S90,Test Images_Peru_20140706_172708_EK000062.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000063.AVI,EK000063.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:06 15:27:24-07:00,NA,2014-07-06 15:27:24,2014-07-06 15:27:24,Test Images,Peru,S90,Test Images_Peru_NA_EK000063.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000064.JPG,EK000064.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:07 20:14:15,2014:07:07 18:14:14-07:00,2014-07-07 20:14:15,2014-07-07 18:14:14,2014-07-07 18:14:14,Test Images,Peru,S90,Test Images_Peru_20140707_201415_EK000064.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000065.JPG,EK000065.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:07 20:14:16,2014:07:07 18:14:16-07:00,2014-07-07 20:14:16,2014-07-07 18:14:16,2014-07-07 18:14:16,Test Images,Peru,S90,Test Images_Peru_20140707_201416_EK000065.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000066.JPG,EK000066.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:07 20:14:16,2014:07:07 18:14:16-07:00,2014-07-07 20:14:16,2014-07-07 18:14:16,2014-07-07 18:14:16,Test Images,Peru,S90,Test Images_Peru_20140707_201416_EK000066.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000067.AVI,EK000067.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:07 18:14:32-07:00,NA,2014-07-07 18:14:32,2014-07-07 18:14:32,Test Images,Peru,S90,Test Images_Peru_NA_EK000067.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000068.JPG,EK000068.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:08 12:28:12,2014:07:08 10:28:12-07:00,2014-07-08 12:28:12,2014-07-08 10:28:12,2014-07-08 10:28:12,Test Images,Peru,S90,Test Images_Peru_20140708_122812_EK000068.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000069.JPG,EK000069.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:08 12:28:13,2014:07:08 10:28:12-07:00,2014-07-08 12:28:13,2014-07-08 10:28:12,2014-07-08 10:28:12,Test Images,Peru,S90,Test Images_Peru_20140708_122813_EK000069.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000070.JPG,EK000070.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:08 12:28:14,2014:07:08 10:28:14-07:00,2014-07-08 12:28:14,2014-07-08 10:28:14,2014-07-08 10:28:14,Test Images,Peru,S90,Test Images_Peru_20140708_122814_EK000070.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:08 10:28:28-07:00,NA,2014-07-08 10:28:28,2014-07-08 10:28:28,Test Images,Peru,S90,Test Images_Peru_NA_EK000071.AVI
U:/Test Images/Peru/S90/SDZG 2/EK000072.JPG,EK000072.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:10 04:17:15,2014:07:10 02:17:14-07:00,2014-07-10 04:17:15,2014-07-10 02:17:14,2014-07-10 02:17:14,Test Images,Peru,S90,Test Images_Peru_20140710_041715_EK000072.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000073.JPG,EK000073.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:10 04:17:15,2014:07:10 02:17:14-07:00,2014-07-10 04:17:15,2014-07-10 02:17:14,2014-07-10 02:17:14,Test Images,Peru,S90,Test Images_Peru_20140710_041715_EK000073.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000074.JPG,EK000074.JPG,U:/Test Images/Peru/S90/SDZG 2,2014:07:10 04:17:16,2014:07:10 02:17:16-07:00,2014-07-10 04:17:16,2014-07-10 02:17:16,2014-07-10 02:17:16,Test Images,Peru,S90,Test Images_Peru_20140710_041716_EK000074.JPG
U:/Test Images/Peru/S90/SDZG 2/EK000075.AVI,EK000075.AVI,U:/Test Images/Peru/S90/SDZG 2,NA,2014:07:10 02:17:30-07:00,NA,2014-07-10 02:17:30,2014-07-10 02:17:30,Test Images,Peru,S90,Test Images_Peru_NA_EK000075.AVI
